link,name,Model Name,Series,Color,Type,user rating,Price,Suitable For,Processor Brand,Processor Name,Processor Generation,Processor Variant,Clock Speed,Number of Cores,Cache,RAM,RAM Type,RAM Frequency,Memory Slots,SSD,SSD Capacity,HDD Capacity,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Graphic Processor,TGP,Screen Size,Screen Resolution,Screen Type,Refresh Rate,Brightness,Weight,Dimensions,Battery Backup,Battery Cell,Power Supply,Operating System,MS Office Provided,Backlit Keyboard,Web Camera
https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-5410-2-1-laptop/p/itmd6965481fc0fc?pid=COMG9NYD9VSYJ8AR&lid=LSTCOMG9NYD9VSYJ8AR8MADZT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_384&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYD9VSYJ8AR.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 kg, With MS Office)",Inspiron 5410,Inspiron,Platinum Silver,2 in 1 Laptop,4.4,"?47,990",Processing & Multitasking,Intel,Core i3,11th Gen,1125G4,1.7 GHz upto max turbo frequency at 3.7 Ghz,2.0,8M,8 GB,DDR4,3200 MHz,2,Yes,256 GB,,,,Intel Integrated UHD,,35.56 cm (14 inch),1920 x 1080 pixel,Full HD WVA Truelife Touch Narrow Border 60Hz,,,1.5 kg,321 x 211 x 18.3 mm,Upto 6 hours,3 cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itma0c1afddbc9f3?pid=COMG9NYDB3PK4YH5&lid=LSTCOMG9NYDB3PK4YH5E5UZYA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_385&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDB3PK4YH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)",,Inspiron,Platinum Silver,2 in 1 Laptop,4.7,"?89,890",Processing & Multitasking,Intel,Core i5,11th Gen,1155G7,2.5 GHz upto MaxTurbo Frequency at 4.5 GHz,4.0,8,16 GB,DDR4,3200 MHz,2,Yes,512 GB,,GDDR5,,NVIDIA GeForce MX350,,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen,,,1.5 Kg,18.3 x 321 x 211,Upto 6 Hours,3 Cell,,Windows 11 Home,Yes,Yes,HD Webcam
https://www.flipkart.com/dell-vostro-core-i3-10th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3401-thin-light-laptop/p/itm49ca9d83e06ad?pid=COMG9NYDEJDHJZ5Q&lid=LSTCOMG9NYDEJDHJZ5QBWP2UI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_386&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDEJDHJZ5Q.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Vostro Core i3 10th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)",,Vostro,Accent Black,Thin and Light Laptop,,"?34,990","Everyday Use, Processing & Multitasking",Intel,Core i3,10th Gen,1005G1,1.2 GHz Upto Max Turbo Frequency at 3.4 GHz,2.0,4,4 GB,DDR4,2666 MHz,2,Yes,256 GB,1 TB,,,Intel Integrated HD,,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,,,1.58 Kg,18.1 to 19.9 x 328 x 239,Upto 10 Hours,3 Cell,,Windows 11 Home,Yes,No,HD Webcam
https://www.flipkart.com/dell-vostro-ryzen-5-quad-core-r5-3450u-8-gb-256-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itm6e166f5d09782?pid=COMG9NYDGGGKQH4G&lid=LSTCOMG9NYDGGGKQH4GPNDPJJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_387&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDGGGKQH4G.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Vostro Ryzen 5 Quad Core R5-3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Accent Black, 1.59 Kg, With MS Office)",,Vostro,Accent Black,Thin and Light Laptop,4.4,"?44,490","Everyday Use, Processing & Multitasking",AMD,Ryzen 5 Quad Core,,R5-3450U,2.1 GHz to Max Turbo Frequency at 3.5 GHz,4.0,4,8 GB,DDR4,2400 MHz,2,Yes,256 GB,,,,AMD Radeon,,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,,,1.59 Kg,19.9 x 328 x 239,Upto 10 Hours,3 Cell,,Windows 11 Home,Yes,No,HD Webcam
https://www.flipkart.com/dell-inspiron-ryzen-5-hexa-core-r5-5500u-8-gb-512-gb-ssd-windows-11-home-5515-thin-light-laptop/p/itmaea323080cde7?pid=COMG9NYDHYPYFTH5&lid=LSTCOMG9NYDHYPYFTH5YNCRKB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_388&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDHYPYFTH5.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.64 Kg, With MS Office)",,Inspiron,Platinum Silver,Thin and Light Laptop,4.6,"?65,000",Processing & Multitasking,AMD,Ryzen 5 Hexa Core,,R5-5500U,2.1 GHz Upto Max Turbo Frequency at 4 GHz,6.0,8,8 GB,DDR4,3200 MHz,2,Yes,512 GB,,,,AMD Radeon,,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border 250 nits Brightness,,,1.64 Kg,14.16 - 17.99 x 356 x 228,Upto 10 Hours,4 Cell,,Windows 11 Home,Yes,Yes,HD Webcam
https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_389&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDK7VGYKU4.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 kg, With MS Office)",Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,4.2,"?41,990",Everyday Use,Intel,Core i3,11th Gen,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,2.0,6 MB,8 GB,DDR4,2666 MHz,2,Yes,256 GB,,,,Intel Integrated UHD,,38.0 cm (14.96 Inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,,,1.8 kg,358 X 235 x 18.9 mm,Upto 7 hours,3 Cell,,Windows 11 Home,Yes,No,HD
https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itmc7c75546d5184?pid=COMG9NYDM4TSC8GW&lid=LSTCOMG9NYDM4TSC8GWVPEXAG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_390&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDM4TSC8GW.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kg, With MS Office)",Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,4.1,"?39,490","Everyday Use, Processing & Multitasking",AMD,Ryzen 3 Dual Core,,3250U,3.5,2.0,4,8 GB,DDR4,2400 MHz,2,Yes,256 GB,,,,AMD Radeon Radeon Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,,,1.8 Kg,189 X 358 X 23.5 mm,Upto 7 hours,,,Windows 11 Home,Yes,No,Yes
https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm67ae72acc7ae0?pid=COMG9NYDRSXBZFUG&lid=LSTCOMG9NYDRSXBZFUGGHQIIE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_391&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDRSXBZFUG.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,4.5,"?43,990","Everyday Use, Processing & Multitasking",AMD,Ryzen 3 Dual Core,,3250U,3.5,2.0,4,8 GB,DDR4,2666 MHz,2,Yes,256 GB,1 TB,,,AMD Radeon Radeon Graphics,,38.0 cm (14.96 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,,,1.8 Kgs,189 X 358 X 23.5 mm,Upto 7 hours,3,,Windows 11 Home,Yes,Yes,Yes
https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_392&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDUGF7SGWN.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.64 Kgs, With MS Office)",Inspiron 5518,Inspiron,Platinum Silver,Thin and Light Laptop,3.8,"?69,990",Processing & Multitasking,Intel,Core i5,11th Gen,11320H,4.5,4.0,8,16 GB,DDR4,3200 MHz,2,Yes,512 GB,,,,Intel Integrated Iris Xe Graphics,,39.62 cm (15.6 Inch),1920x1080 Pixel,"FHD, WVA AG Narrow Border (250nits Brightness)",,,1.64 Kgs,179 X 356 X 22.9 mm,Upto 6 hours,4,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd9d1469142a0b?pid=COMG9NYDZ8ZY35CK&lid=LSTCOMG9NYDZ8ZY35CKHDSWNC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_393&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9NYDZ8ZY35CK.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,4.3,"?48,990",Everyday Use,Intel,Core i3,11th Gen,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,2.0,6 MB,8 GB,DDR4,2666 MHz,2,Yes,256 GB,1 TB,,,Intel Integrated UHD,,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,,,1.8 kg,358 X 235 x 18.9 mm,Upto 7 hours,3 Cell,,Windows 11 Home,Yes,Yes,HD
https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itme452336a0b00d?pid=COMG9QVUMZYBEABM&lid=LSTCOMG9QVUMZYBEABM6ITDZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_394&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9QVUMZYBEABM.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 Kg, With MS Office)",,Inspiron,Platinum Silver,Thin and Light Laptop,4.1,"?49,990","Everyday Use, Processing & Multitasking",AMD,Ryzen 5 Quad Core,,3450U,2.1 GHz to Max Turbo Frequency at 3.5 GHz,4.0,4,8 GB,DDR4,2666 MHz,2,Yes,512 GB,,,,AMD Radeon,,39.62 cm (15.6 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border Display,,,1.8 Kg,18.9 x 358 x 235,Upto 7 Hours,3 Cell,,Windows 11 Home,Yes,Yes,HD Webcam
https://www.flipkart.com/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-x712ea-au521ts-thin-light-laptop/p/itm72c53ae6bf028?pid=COMG96ZHXJKVPB8K&lid=LSTCOMG96ZHXJKVPB8K1UP2DS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_395&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG96ZHXJKVPB8K.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) X712EA-AU521TS Thin and Light Laptop  (17.3 Inch, Transparent Silver, 2.30 KG, With MS Office)",X712EA-AU521TS,,Transparent Silver,Thin and Light Laptop,3.5,"?56,850",Processing & Multitasking,Intel,Core i5,11th Gen,1135G7,4.2,4.0,8,16 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Intel Iris Xe Graphics,,43.94 cm (17.3 Inch),1920 x 1080 Pixel,"FHD, (250nits Brightness, 45% NTSC color gamut)",,,2.30 KG,406.0 x 256.0 x 21.4 mm,,3,65W AC Adapter,Windows 10 Home,Yes,Yes,720p HD camera
https://www.flipkart.com/dell-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-3511-laptop/p/itmf85d0c0fd54e6?pid=COMG8GF3YTWBRAHD&lid=LSTCOMG8GF3YTWBRAHD95MEEG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_396&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG8GF3YTWBRAHD.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop  (15.6 inch, Platinum Silver, With MS Office)",Inspiron,,Platinum Silver,Laptop,,"?73,519","Everyday Use, Entertainment, Gaming, Performance, Processing & Multitasking, Travel & Business",Intel,Core i5,11th Gen,,,,,16 GB,DDR4,,,Yes,512 GB,,DDR5,2 GB,NVIDIA GeForce DDR5,,39.62 cm (15.6 inch),1920 x 1080$$pixels pixel,,,,,,Upto 6 hours,,,Windows 10 Home,Yes,,
https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k513ea-l313ws-laptop/p/itm8a7c362bf195a?pid=COMGA22GGPFGPFZP&lid=LSTCOMGA22GGPFGPFZPFJNF0B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_397&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA22GGPFGPFZP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K513EA-L313WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",Vivobook,Vivobook Ultra K15,Transparent Silver,Laptop,5.0,"?50,940","Travel & Business, Processing & Multitasking, Everyday Use, Entertainment",Intel,Core i3,11th Gen,i3-1115G4,3.0 Ghz With Turbo Upto 4.10,2.0,6 MB,8 GB,DDR4,3200 MHz,,Yes,512 GB,,,,Intel Integrated Intel UHD,,39.62 cm (15.6 inch),1920 x 1080$$pixels pixel,"15.6-inch (39.62 cms) FHD (1920 x 1080) 16:9, LED Backlit OLED 400nits, Glossy IPS-level Panel, 100% DCI-P3 Color Gamut, Pantone Validated, 85% Screen-to-body ratio",60 Hz,,1.8 kg,,Upto 6 Hrs.,,,Windows 11 Home,Yes,Yes,720p HD
https://www.flipkart.com/dell-inpiron-7501-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-4-graphics-laptop/p/itm1176ada557308?pid=COMGAY6CJXU64G4T&lid=LSTCOMGAY6CJXU64G4TIZB6X9&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_398&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGAY6CJXU64G4T.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inpiron 7501 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics) 7501 Laptop  (15.6 inch, Silver Premium, 1.8 kg, With MS Office)",Inspiron,Inpiron 7501,Silver Premium,Laptop,,"?75,990","Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",Intel,Core i5,10th Gen,"10th Generation Intel(R)Core(T M) i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores)",Upto 4.5 GHz,4.0,8MB,8 GB,DDR4,2933 MHz,,Yes,512 GB,,GDDR6,4 GB,NVIDIA GeForce GTX NVIDIA(R) GeForce GTX(R) 1650 Ti 4GB GDDR6,,39.62 cm (15.6 inch),1080 pixel,15.6-inch FHD (1920 x 1080) An ti-glare LED Backlight Non-tou ch Wide Viewing Angle Display,,,1.8 kg,370 * 240 * 1.7 mm (Approx),upto 6 Hours,"3-Cell Battery, 56WHr (Integra ted)",,Windows 10,Yes,Yes,Yes
https://www.flipkart.com/dell-ryzen-5-quad-core-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3515-laptop/p/itm95c688a30788a?pid=COMG9H9SYUPXXEMF&lid=LSTCOMG9H9SYUPXXEMFHXGH2J&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_399&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9H9SYUPXXEMF.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)",Inspiron,,Blue Mist Sparkle,Laptop,4.3,"?51,990","Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",AMD,Ryzen 5 Quad Core,,,,,,8 GB,DDR4,,,Yes,256 GB,1 TB,,,AMD Radeon Vega 8,,39.62 cm (15.6 inch),1080p pixel,,,,,,Upto 6 hours,,,Windows 10,Yes,,
https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-3511-laptop/p/itm08516df1fdce7?pid=COMGA3FAHFF83GC8&lid=LSTCOMGA3FAHFF83GC8HXVSYP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_400&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMGA3FAHFF83GC8.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3511 Laptop  (15.6 inches, Platinum Silver, 1.85 kg, With MS Office)",Inspiron,Inspiron,Platinum Silver,Laptop,,"?59,990","Everyday Use, Processing & Multitasking, Entertainment, Performance",Intel,Core i5,11th Gen,,2.4 GHz upto Max Turbo Frequency at 4.2 GHz,4.0,8,8 GB,DDR4,2666 MHz,2,Yes,256 GB,1 TB,,,Intel Integrated,,39.62 cm (15.6 inches),1920 x 1080$$pixels pixel,Full HD Anti Glare Display,,,1.85 kg,236 x 386 x 19,Upto 7 hours,3 cell,,Windows 10,Yes,Yes,HD Webcam
https://www.flipkart.com/hp-notebook-pc-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-g8-240-thin-light-laptop/p/itm1414fc9733bf6?pid=COMG9XUYCGWGHZTA&lid=LSTCOMG9XUYCGWGHZTAZAHNZS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_401&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG9XUYCGWGHZTA.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"HP Notebook PC Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) G8 240 Thin and Light Laptop  (14 inch, Ash Gray, 1.47 kg)",G8 240,Notebook PC,Ash Gray,Thin and Light Laptop,4.0,"?35,990",Processing & Multitasking,Intel,Core i3,11th Gen,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,2.0,6,8 GB,DDR4,,,No,,1 TB,,,Intel Integrated UHD,,35.56 cm (14 inch),1366 x 768 1366 x 768 pixel,"HD Narrowbezel, Anti-glare, 250 nits, 45%NTSC Display bezel",,,1.47 kg,324 x 225.9 x 19.9 mm,,3 cell,,Windows 10,No,No,720P HD camera
https://www.flipkart.com/asus-vivobook-15-2021-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_402&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFG6S8ZRXP.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS VivoBook 15 (2021) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",X515EA-EJ502WS,VivoBook 15 (2021),Transparent Silver,Thin and Light Laptop,4.3,"?51,990",Processing & Multitasking,Intel,Core i5,11th Gen,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,,8,8 GB,DDR4,,,Yes,256 GB,1 TB,,,Intel Integrated Iris Xe,,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD (200nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",,,1.80 kg,360 x 235 x 19.9 mm,,2 cell,45W AC Adapter,Windows 11 Home,Yes,No,VGA camera
https://www.flipkart.com/asus-vivobook-ultra-14-2021-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-x413ea-eb533ws-thin-light-laptop/p/itm8290548fba964?pid=COMG87FFMMY7KSHH&lid=LSTCOMG87FFMMY7KSHHR7M3PU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_17_403&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=edf9301d-08a5-4c9c-8837-9a59062d122a.COMG87FFMMY7KSHH.SEARCH&ssid=jdlezb1drbx5d14w1653221522403,"ASUS VivoBook Ultra 14 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X413EA-EB533WS Thin and Light Laptop  (14 inch, Dreamy White, 1.40 kg, With MS Office)",X413EA-EB533WS,VivoBook Ultra 14 (2021),Dreamy White,Thin and Light Laptop,4.6,"?55,990",Processing & Multitasking,Intel,Core i5,11th Gen,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,,8M,16 GB,DDR4,,,Yes,512 GB,,,,Intel Integrated Iris Xe,,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS-level Panel, 250nits, 45% NTSC color gamut, non-OLED, Anti-glare display)",,,1.40 kg,324 x 215 x 19.1 mm,,3 cell,65W AC Adapter,Windows 11 Home,Yes,Yes,720p HD camera
