laptop_id,name,external_link,price,price_tier,rating,ram_gb,storage_gb,weight,screen_size,cpu,gpu,gpu_vram_gb,cpu_score,gpu_score,ram_score,perf_score,performance_level,primary_usage,eco_class,estimated_consumption,price_inr
283,"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)",https://www.flipkart.com/msi-stealth-gs66-core-i7-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-12ugs-038in-gaming-laptop/p/itm3ef3b4503cfdc?pid=COMGAE6BTCGGWENU&lid=LSTCOMGAE6BTCGGWENUWV4COK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_12_284&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3de17480-ccdc-4bcc-bc91-371b73961eef.COMGAE6BTCGGWENU.SEARCH&ssid=g099blgalzhp8cu81653220936530,33599.0,Premium,,32,1024.0,2.1,15.6,Intel Core i7 12th Gen,NVIDIA GeForce RTX 3070 Ti,8.0,2,3,3,2.6,High,Graphisme,C,High,279990.0
284,"DELL Vostro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)",https://www.flipkart.com/dell-vostro-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-2-graphics-3400-thin-light-laptop/p/itmbf55dcfcfd54b?pid=COMG9NYD6EC5SJ9X&lid=LSTCOMG9NYD6EC5SJ9XUNFN9M&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_12_285&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3de17480-ccdc-4bcc-bc91-371b73961eef.COMG9NYD6EC5SJ9X.SEARCH&ssid=g099blgalzhp8cu81653220936530,7259.0,High,3.3,16,512.0,1.59,14.0,Intel Core i5 11th Gen,NVIDIA GeForce MX330,2.0,2,1,2,1.6,Medium,Gaming,B,Medium,60490.0
285,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm121c7202b4591?pid=COMG9NYDBSMY4EZQ&lid=LSTCOMG9NYDBSMY4EZQAUEVIP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_12_286&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3de17480-ccdc-4bcc-bc91-371b73961eef.COMG9NYDBSMY4EZQ.SEARCH&ssid=g099blgalzhp8cu81653220936530,7187.0,Mid,4.1,8,1280.0,1.8,15.6,Intel Core i5 11th Gen,Intel Integrated UHD,,2,0,1,1.0,Low,Études,B,Medium,59890.0
286,"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmdd6d368a64a8d?pid=COMG9NYDNTXW37SK&lid=LSTCOMG9NYDNTXW37SKDCJ6PJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_12_287&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3de17480-ccdc-4bcc-bc91-371b73961eef.COMG9NYDNTXW37SK.SEARCH&ssid=g099blgalzhp8cu81653220936530,4559.0,Entry,,8,256.0,1.8,14.960629921259843,Intel Core i3 10th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,37990.0
287,"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With MS Office)",https://www.flipkart.com/dell-vostro-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itme6d2c212a9877?pid=COMG9NYDYEH382TD&lid=LSTCOMG9NYDYEH382TDR8YS6R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_12_288&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=3de17480-ccdc-4bcc-bc91-371b73961eef.COMG9NYDYEH382TD.SEARCH&ssid=g099blgalzhp8cu81653220936530,4679.0,Entry,4.1,8,256.0,1.59,14.96,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,38990.0
288,"MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M) A5EFK-083IN Gaming Laptop  (15.6 inch, Carbon Gray, 1.9 kg)",https://www.flipkart.com/msi-delta-15-amd-advantage-ryzen-9-octa-core-5900hx-5th-gen-16-gb-1-tb-ssd-windows-11-home-10-gb-graphics-amd-radeon-rx-6700m-a5efk-083in-gaming-laptop/p/itm9d6cfb55b316a?pid=COMG9VKEHSAGGWBY&lid=LSTCOMG9VKEHSAGGWBY289PRX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_289&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG9VKEHSAGGWBY.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,15599.0,Premium,,16,1024.0,1.9,15.6,AMD Ryzen 9 Octa Core 5th Gen,AMD Radeon RX 6700M,10.0,3,3,2,2.8000000000000003,Extreme,Gaming,B,Medium,129990.0
289,"acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)",https://www.flipkart.com/acer-aspire-5-ryzen-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-a515-45-thin-light-laptop/p/itm16666d7c2b0e7?pid=COMG8ZYE6WST2GCU&lid=LSTCOMG8ZYE6WST2GCUFQKXZR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_290&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG8ZYE6WST2GCU.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,6239.0,Mid,,8,512.0,1.76,15.6,AMD Ryzen 5 Hexa Core,AMD Radeon AMD,,2,0,1,1.0,Low,Études,B,Medium,51990.0
290,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Mist Blue Speckle, 1.8 Kgs, With MS Office)",https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm25aac0eab02b6?pid=COMG9NYDCJB3MGFK&lid=LSTCOMG9NYDCJB3MGFKEAI5PO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_291&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG9NYDCJB3MGFK.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4871.0,Entry,,8,256.0,1.8,15.6,AMD Ryzen 3 Dual Core,AMD Radeon Radeon Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,40590.0
291,"Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)",https://www.flipkart.com/lenovo-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-15iml05-laptop/p/itm4c3f5ef67d004?pid=COMGAYMCHYZMRZCF&lid=LSTCOMGAYMCHYZMRZCF7CEFX5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_292&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAYMCHYZMRZCF.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4560.0,Entry,3.4,8,1024.0,,15.6,Intel Core i3 10th Gen,Intel Integrated,,1,0,1,0.6000000000000001,Low,Études,B,Medium,37999.0
292,"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)",https://www.flipkart.com/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm833bca55e158b?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_293&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAX8EEYFKCESS.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4679.0,Entry,4.1,8,512.0,1.69,15.6,AMD Ryzen 3 Quad Core,AMD Radeon AMD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,38990.0
293,"Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)",https://www.flipkart.com/lenovo-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-15iml05-thin-light-laptop/p/itm9598743eb6f50?pid=COMG9VHHUTKFZFMU&lid=LSTCOMG9VHHUTKFZFMUR7XP3V&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_294&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG9VHHUTKFZFMU.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4439.0,Entry,4.4,8,512.0,1.7,15.6,Intel Core i3 10th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,36990.0
294,"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light Laptop  (14 Inch, Abyss Blue, 1.6 kg, With MS Office)",https://www.flipkart.com/lenovo-ideapad-core-i3-10th-gen-4-gb-256-gb-ssd-windows-11-home-3-14iil05-thin-light-laptop/p/itmd7e74397f5afe?pid=COMGAM8D5EKGN8QG&lid=LSTCOMGAM8D5EKGN8QG41EZC0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_295&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAM8D5EKGN8QG.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,3839.0,Entry,4.0,4,256.0,1.6,14.0,Intel Core i3 10th Gen,Intel Integrated UHD Graphics,,1,0,1,0.6000000000000001,Low,Études,B,Medium,31990.0
295,"Lenovo Thinpad E15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) E15 G2 Laptop  (15.6 inch, Black)",https://www.flipkart.com/lenovo-thinpad-e15-g2-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-pro-512-mb-graphics-laptop/p/itm867b850b1a90a?pid=COMGAXH6EY7ZW58K&lid=LSTCOMGAXH6EY7ZW58KY1FFDF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_296&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAXH6EY7ZW58K.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,10800.0,Premium,,8,512.0,,15.6,Intel Core i5 11th Gen,Intel Integrated,512.0,2,3,1,2.2,High,Études,B,Medium,89998.0
296,"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)",https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-14s-fq1092au-thin-light-laptop/p/itm808dc28eb54e7?pid=COMGAX8EYBZZDXY6&lid=LSTCOMGAX8EYBZZDXY6KGWIPZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_297&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAX8EYBZZDXY6.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,5759.0,Mid,4.4,8,512.0,1.46,14.0,AMD Ryzen 5 Hexa Core,AMD Radeon AMD,,2,0,1,1.0,Low,Études,A,Low,47990.0
297,"ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044WS Gaming Laptop  (16 Inch, Black, 1.95 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-pro-16x-oled-2021-ryzen-9-octa-core-5900h-9th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-m7600qc-l2044ws-gaming-laptop/p/itm7ed41f78ba52a?pid=COMGAWETFGSZJZGC&lid=LSTCOMGAWETFGSZJZGCLMPEDF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_298&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAWETFGSZJZGC.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,15660.0,Premium,,16,1024.0,1.95,16.0,AMD Ryzen 9 Octa Core 9th Gen,NVIDIA GeForce RTX RTX 3050,4.0,3,2,2,2.4,High,Graphisme,C,High,130500.0
298,"DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-3511-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-laptop/p/itm075ebb808aee4?pid=COMGATSCTRYZF9RQ&lid=LSTCOMGATSCTRYZF9RQKWAOQG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_299&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGATSCTRYZF9RQ.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,5879.0,Mid,,8,1280.0,1.83,15.6,Intel Core i3 11th Gen,Intel Integrated,,1,0,1,0.6000000000000001,Low,Études,B,Medium,48990.0
299,"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-861IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)",https://www.flipkart.com/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-modern-14-b11mou-861in-thin-light-laptop/p/itm6499f3fed340a?pid=COMG8CXWKPFY3CCT&lid=LSTCOMG8CXWKPFY3CCTGTVFCE&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_300&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG8CXWKPFY3CCT.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,5639.0,Mid,4.1,8,512.0,1.3,14.0,Intel Core i5 11th Gen,Intel Integrated UHD,,2,0,1,1.0,Low,Études,A,Low,46990.0
300,"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-688IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)",https://www.flipkart.com/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-modern-14-b11sbu-688in-thin-light-laptop/p/itmc2c6b2939c211?pid=COMG8FFYYNUFGPUU&lid=LSTCOMG8FFYYNUFGPUUFYP6GQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_301&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMG8FFYYNUFGPUU.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,9239.0,High,,8,512.0,1.3,14.0,Intel Core i7 11th Gen,NVIDIA GeForce MX450,2.0,2,1,1,1.4000000000000001,Low,Développement,B,Medium,76990.0
301,"HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)",https://www.flipkart.com/hp-pavilion-x360-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14-dy0190tu-2-1-laptop/p/itm2485c56a6d60d?pid=COMGA3743UQM5QZ4&lid=LSTCOMGA3743UQM5QZ4ZQUM2L&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_302&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGA3743UQM5QZ4.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,6479.0,Mid,4.5,8,256.0,1.52,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,53990.0
302,"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec311ws-2-1-laptop/p/itm3f58141dd908b?pid=COMGARNU6AZYVZUZ&lid=LSTCOMGARNU6AZYVZUZEGCBMF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_303&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGARNU6AZYVZUZ.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,6359.0,Mid,4.1,8,512.0,1.5,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,52990.0
303,"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-flip-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-tp470ea-ec511ws-2-1-laptop/p/itm2188ce7ae1ae5?pid=COMGARNUGR7DDF2S&lid=LSTCOMGARNUGR7DDF2SGCVWLQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_304&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGARNUGR7DDF2S.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,7679.0,High,4.6,8,512.0,1.5,14.0,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,1,1.0,Low,Études,A,Low,63990.0
304,"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Laptop  (14 Inch, Transparent Silver, 1.50 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-flip-14-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-tp470ea-ec301ws-2-1-laptop/p/itma917de411489d?pid=COMGARNU7KVANJ8E&lid=LSTCOMGARNU7KVANJ8ED5MPUN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_305&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGARNU7KVANJ8E.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,5999.0,Mid,4.6,8,256.0,1.5,14.0,Intel Core i3 11th Gen,Intel Integrated UHD Graphics,,1,0,1,0.6000000000000001,Low,Études,A,Low,49990.0
305,"HP Ryzen 3 Dual Core - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Laptop  (14 inch, Black, With MS Office)",https://www.flipkart.com/hp-ryzen-3-dual-core-8-gb-512-gb-ssd-windows-11-home-245-g8-laptop/p/itm2ab1d49020ec5?pid=COMGAT2ZPASGEMD3&lid=LSTCOMGAT2ZPASGEMD3KKFBXD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_306&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAT2ZPASGEMD3.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,5303.0,Mid,,8,512.0,,14.0,AMD Ryzen 3 Dual Core,AMD Radeon,,1,0,1,0.6000000000000001,Low,Études,B,Medium,44190.0
306,"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK101WS Thin and Light Laptop  (14.1 inch, Peacock Blue, With MS Office)",https://www.flipkart.com/asus-vivobook-14-pentium-quad-core-8-gb-256-gb-ssd-windows-11-home-e410ka-ek101ws-thin-light-laptop/p/itm8f224ef16e5ff?pid=COMGAM47CFVANMJM&lid=LSTCOMGAM47CFVANMJMOMRH4C&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_307&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAM47CFVANMJM.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4379.0,Entry,4.6,8,256.0,,14.1,Intel Pentium Quad Core,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,36490.0
307,"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK103WS Thin and Light Laptop  (14 inch, Star Black, 1.3 kg, With MS Office)",https://www.flipkart.com/asus-vivobook-14-pentium-quad-core-8-gb-256-gb-ssd-windows-11-home-e410ka-ek103ws-thin-light-laptop/p/itm2c4826e11b915?pid=COMGAM4KYJFTXS75&lid=LSTCOMGAM4KYJFTXS75FBYO9R&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_308&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAM4KYJFTXS75.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4079.0,Entry,4.3,8,256.0,1.3,14.0,Intel Pentium Quad Core,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,33990.0
308,"ASUS Vivo Book Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515FA-BR301T Laptop  (15.6 inch, Slate Grey, 1.80 kg)",https://www.flipkart.com/asus-vivo-book-core-i3-10th-gen-4-gb-1-tb-hdd-windows-10-home-x515fa-br301t-laptop/p/itm8df3f638ea9ca?pid=COMGAQUSYNJYZHXT&lid=LSTCOMGAQUSYNJYZHXTLFDSDW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_309&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAQUSYNJYZHXT.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,4560.0,Entry,4.7,4,1024.0,1.8,15.6,Intel Core i3 10th Gen,Intel Integrated DDR4,,1,0,1,0.6000000000000001,Low,Études,B,Medium,38000.0
309,"Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop  (15.6 inch, Shadow_black, 2.4 Kg)",https://www.flipkart.com/lenovo-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-15ach6-laptop/p/itmd80a61e435ec5?pid=COMGAQWHYAYZFCNT&lid=LSTCOMGAQWHYAYZFCNTUUYFLA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_13_310&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2a314d9f-46a5-49f4-8c96-583d8a0e4591.COMGAQWHYAYZFCNT.SEARCH&ssid=z63m9su3ajvoac5c1653221052479,8951.0,High,3.7,16,512.0,2.4,15.6,AMD Ryzen 7 Octa Core,NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6,4.0,3,2,2,2.4,High,Gaming,B,Medium,74590.0
