laptop_id,name,external_link,price,price_tier,rating,ram_gb,storage_gb,weight,screen_size,cpu,gpu,gpu_vram_gb,cpu_score,gpu_score,ram_score,perf_score,performance_level,primary_usage,eco_class,estimated_consumption,price_inr
876,"ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB303TS Thin and Light Laptop  (14 inch, Transparent Silver, 1.4 KG, With MS Office)",https://www.flipkart.com/asus-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-k413ea-eb303ts-thin-light-laptop/p/itm106305141198e?pid=COMGFVWEGDGYSAPJ&lid=LSTCOMGFVWEGDGYSAPJWF8O8C&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_877&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFVWEGDGYSAPJ.SEARCH&ssid=b72sgenft8t45u681653223676419,5639.0,Mid,4.3,8,512.0,1.4,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,46990.0
877,"ASUS Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home) M515UA-EJ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)",https://www.flipkart.com/asus-ryzen-5-hexa-core-8-gb-512-gb-ssd-windows-10-home-m515ua-ej512ts-thin-light-laptop/p/itmb2099a2086d96?pid=COMGFVWEH4HAECUA&lid=LSTCOMGFVWEH4HAECUAEVQTEX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_878&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFVWEH4HAECUA.SEARCH&ssid=b72sgenft8t45u681653223676419,5880.0,Mid,4.5,8,512.0,1.8,15.6,AMD Ryzen 5 Hexa Core,AMD Radeon,,2,0,1,1.0,Low,Études,B,Medium,48999.0
878,"acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) PH315-53 Gaming Laptop  (15.6 inch, Black, 2.3 kg)",https://www.flipkart.com/acer-predator-helios-300-octa-core-i7-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-ph315-53-gaming-laptop/p/itmb2022d3889ada?pid=COMGFH8KHCHZBHDQ&lid=LSTCOMGFH8KHCHZBHDQMC4B4U&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_879&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFH8KHCHZBHDQ.SEARCH&ssid=b72sgenft8t45u681653223676419,11999.0,Premium,4.5,16,1280.0,2.3,15.6,Intel Octa Core i7 10th Gen,NVIDIA GeForce RTX 3060,6.0,2,3,2,2.4,High,Gaming,C,High,99990.0
879,"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)",https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-3501-thin-light-laptop/p/itm14e0fb1e72e99?pid=COMGYCG8W3VY8SGB&lid=LSTCOMGYCG8W3VY8SGBCQMVKS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_880&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGYCG8W3VY8SGB.SEARCH&ssid=b72sgenft8t45u681653223676419,5160.0,Entry,4.1,8,1024.0,1.83,15.6,Intel Core i3 10th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,43000.0
880,"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX363EA-HP501TS 2 in 1 Laptop  (13.3 inch, Pine Grey, 1.30 kg, With MS Office)",https://www.flipkart.com/asus-zenbook-flip-13-oled-touch-panel-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-ux363ea-hp501ts-2-1-laptop/p/itmeaed5125d10fa?pid=COMGY4DTHYFGFPGZ&lid=LSTCOMGY4DTHYFGFPGZFVKPSP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_881&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGY4DTHYFGFPGZ.SEARCH&ssid=b72sgenft8t45u681653223676419,9599.0,High,4.3,8,512.0,1.3,13.3,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,1,1.0,Low,Études,A,Low,79990.0
881,"Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg, With MS Office)",https://www.flipkart.com/lenovo-thinkpad-e15-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-laptop/p/itmbb2055e6bc946?pid=COMGF42GMJMBDQKN&lid=LSTCOMGF42GMJMBDQKNOTOBQH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_882&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGF42GMJMBDQKN.SEARCH&ssid=b72sgenft8t45u681653223676419,5399.0,Mid,4.2,4,256.0,1.7,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,44990.0
882,"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop  (15.6 inch, Black, 1.7 kg, With MS Office)",https://www.flipkart.com/lenovo-thinkpad-e15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-laptop/p/itm55c46691fa99f?pid=COMGF42GESHU6AYQ&lid=LSTCOMGF42GESHU6AYQOOXKJ3&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_883&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGF42GESHU6AYQ.SEARCH&ssid=b72sgenft8t45u681653223676419,7979.0,High,4.4,8,512.0,1.7,15.6,Intel Core i5 11th Gen,Intel Integrated UHD,,2,0,1,1.0,Low,Études,B,Medium,66490.0
883,"Lenovo Yoga S7 Carbon Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 Carbon 13itl5 Thin and Light Laptop  (13.3 inch, Moon White, 0.996 kg, With MS Office)",https://www.flipkart.com/lenovo-yoga-s7-carbon-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-slim-7-13itl5-thin-light-laptop/p/itm4ef646595b60c?pid=COMGFHH6QY7ZZGVM&lid=LSTCOMGFHH6QY7ZZGVMQ9GGFS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_884&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFHH6QY7ZZGVM.SEARCH&ssid=b72sgenft8t45u681653223676419,14699.0,Premium,,16,1024.0,0.996,13.3,Intel Core i7 11th Gen,Intel Integrated Integrated Intel IRIS XE Graphics,,2,0,2,1.2000000000000002,Low,Développement,A,Low,122488.0
884,"HP Chromebook MediaTek Kompanio 500 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook  (11.6 inch, Indigo Blue, 1.07 kg)",https://www.flipkart.com/hp-chromebook-mediatek-kompanio-500-4-gb-64-gb-emmc-storage-chrome-os-11a-na0002mu/p/itm92093a75fc716?pid=COMGYJYYA7FFRXZC&lid=LSTCOMGYJYYA7FFRXZCCUJAJU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_885&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGYJYYA7FFRXZC.SEARCH&ssid=b72sgenft8t45u681653223676419,2459.0,Entry,3.8,4,,1.07,11.6,MediaTek MediaTek Kompanio 500,MediaTek Integrated,,3,0,1,1.4000000000000001,Low,Études,A,Low,20490.0
885,"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) AN515-45-R3TC Gaming Laptop  (15.6 inch, Black, 2.4 kg)",https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-an515-45-r3tc-gaming-laptop/p/itm8cb7bd1b888cb?pid=COMGF8EYHYNNGSPV&lid=LSTCOMGF8EYHYNNGSPVHH9LIZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_886&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGF8EYHYNNGSPV.SEARCH&ssid=b72sgenft8t45u681653223676419,11399.0,Premium,4.5,16,1280.0,2.4,15.6,AMD Ryzen 5 Hexa Core,NVIDIA GeForce RTX 3060,6.0,2,3,2,2.4,High,Gaming,C,High,94990.0
886,"DELL Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) Vostro 14 3400 Laptop  (14 inch, Dune, With MS Office)",https://www.flipkart.com/dell-core-i5-11th-gen-8-gb-1-tb-hdd-windows-10-home-vostro-14-3400-laptop/p/itme9ae83f319950?pid=COMGFAGXHHDXHB3H&lid=LSTCOMGFAGXHHDXHB3HGPGOMM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_887&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFAGXHHDXHB3H.SEARCH&ssid=b72sgenft8t45u681653223676419,7079.0,Mid,,8,1024.0,,14.0,Intel Core i5 11th Gen,Intel Integrated intel,,2,0,1,1.0,Low,Études,B,Medium,58990.0
887,"Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 81VV008TIN Laptop  (14 inch, Platinum Grey, With MS Office)",https://www.flipkart.com/lenovo-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-81vv008tin-laptop/p/itm792eb18b14fc5?pid=COMGFAPZQJCQU6VG&lid=LSTCOMGFAPZQJCQU6VGI8PXQA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_888&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=da388a59-cd8e-460c-ae9b-0466af25699f.COMGFAPZQJCQU6VG.SEARCH&ssid=b72sgenft8t45u681653223676419,7080.0,Mid,,8,1280.0,,14.0,Intel Core i5 10th Gen,Intel Integrated Core i5,,2,0,1,1.0,Low,Études,B,Medium,58999.0
888,"Lenovo Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10/8 GB Graphics/NVIDIA GeForce RTX 2080 super max-q) 81YU006HIN Gaming Laptop  (15.6 inch, Slate Grey, With MS Office)",https://www.flipkart.com/lenovo-core-i9-10th-gen-16-gb-1-tb-ssd-windows-10-8-gb-graphics-nvidia-geforce-rtx-2080-super-max-q-81yu006hin-gaming-laptop/p/itm77649359419bb?pid=COMGF8HQFAZGHSND&lid=LSTCOMGF8HQFAZGHSNDFG3KA6&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_889&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGF8HQFAZGHSND.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,31920.0,Premium,,16,1024.0,,15.6,Intel Core i9 10th Gen,NVIDIA GeForce RTX 2080 super max-q,8.0,3,3,2,2.8000000000000003,Extreme,Gaming,C,High,265998.0
889,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg, With MS Office)",https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-15s-fq2075tu-thin-light-laptop/p/itm188b1cdcb8cc3?pid=COMGYSSUJMGPVDHF&lid=LSTCOMGYSSUJMGPVDHF9CCK1X&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_890&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYSSUJMGPVDHF.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,5508.0,Mid,4.2,8,256.0,1.69,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,45900.0
890,"Lenovo Core i5 7th Gen - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 520s Laptop  (14 inch, Gold, With MS Office)",https://www.flipkart.com/lenovo-core-i5-7th-gen-4-gb-1-tb-hdd-windows-10-home-2-gb-graphics-520s-laptop/p/itmfb31606bef2ce?pid=COMGF7PZW2HVWY6N&lid=LSTCOMGF7PZW2HVWY6NGVGGNN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_891&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGF7PZW2HVWY6N.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,6720.0,Mid,,4,1024.0,,14.0,Intel Core i5 7th Gen,NVIDIA GeForce NVIDIA,2.0,2,1,1,1.4000000000000001,Low,Développement,B,Medium,55999.0
891,"Lenovo Yoga 6 Ryzen 7 Octa Core 4700U - (16 GB/512 GB SSD/Windows 10 Home) 13ARE05 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.32 Kg, With MS Office)",https://www.flipkart.com/lenovo-yoga-6-ryzen-7-octa-core-4700u-16-gb-512-gb-ssd-windows-10-home-13are05-2-1-laptop/p/itm941e3a7091672?pid=COMGYZQTEEDZ9J3R&lid=LSTCOMGYZQTEEDZ9J3REQLRNW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_892&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYZQTEEDZ9J3R.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,9599.0,High,4.5,16,512.0,1.32,13.3,AMD Ryzen 7 Octa Core,AMD Radeon,,3,0,2,1.6,Medium,Développement,A,Low,79990.0
892,"Lenovo IdeaPad Flex 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)",https://www.flipkart.com/lenovo-ideapad-flex-5-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-14itl05-2-1-laptop/p/itm331dc6a582645?pid=COMGYZQTXJYDQYRH&lid=LSTCOMGYZQTXJYDQYRHK2P3KT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_893&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYZQTXJYDQYRH.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,9839.0,High,4.4,16,512.0,1.5,14.0,Intel Core i7 11th Gen,Intel Integrated Iris Xe,,2,0,2,1.2000000000000002,Low,Développement,A,Low,81990.0
893,"MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-423IN Laptop  (14 inch, Carbon Grey, 1.3 kg)",https://www.flipkart.com/msi-modern-14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-b10mw-423in-laptop/p/itm646714501faf5?pid=COMFYZC5CQG2CNKW&lid=LSTCOMFYZC5CQG2CNKWWFHWGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_894&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMFYZC5CQG2CNKW.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,6779.0,Mid,4.5,8,512.0,1.3,14.0,Intel Core i5 10th Gen,Intel Integrated UHD,,2,0,1,1.0,Low,Études,A,Low,56490.0
894,"HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-dy3001TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.77 Kg, With MS Office)",https://www.flipkart.com/hp-15s-core-i3-11th-gen-8-gb-1-tb-hdd-windows-10-home-15s-dy3001tu-thin-light-laptop/p/itmb9dd7dc8bf712?pid=COMGYZPAMNSCMYFZ&lid=LSTCOMGYZPAMNSCMYFZELF6XM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_895&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYZPAMNSCMYFZ.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,5243.0,Mid,4.1,8,1024.0,1.77,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,43690.0
895,"HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)",https://www.flipkart.com/hp-14s-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-14s-dy2500tu-thin-light-laptop/p/itm1468339b1eaff?pid=COMGYZPAXQRJYJE3&lid=LSTCOMGYZPAXQRJYJE3MZ0GNW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_896&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYZPAXQRJYJE3.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,4559.0,Entry,4.2,8,256.0,1.46,14.0,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,A,Low,37990.0
896,"ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TSM515D Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)",https://www.flipkart.com/asus-ryzen-3-dual-core-3250u-4-gb-256-gb-ssd-windows-10-home-m515da-ej312tsm515d-thin-light-laptop/p/itmacf7649b6ac48?pid=COMGYN7B3MY7KDNF&lid=LSTCOMGYN7B3MY7KDNF8CI6IN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_897&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYN7B3MY7KDNF.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,3899.0,Entry,4.3,4,256.0,1.8,15.6,AMD Ryzen 3 Dual Core,AMD Radeon AMD Readon,,1,0,1,0.6000000000000001,Low,Études,B,Medium,32490.0
897,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Onyx Black, 2.2 kg, With MS Office)",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-4800h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-15arh05-laptop/p/itm757cc3d41cfba?pid=COMFYNFGRTFFNANU&lid=LSTCOMFYNFGRTFFNANUWBQRT7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_898&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMFYNFGRTFFNANU.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,9840.0,High,4.4,8,512.0,2.2,15.6,AMD Ryzen 7 Octa Core,NVIDIA GeForce GTX 1650,4.0,3,2,1,2.2,High,Gaming,B,Medium,82000.0
898,"ASUS TUF Gaming F15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 Ti/144 Hz) FX506LU-HN075T Gaming Laptop  (15.6 inch, Black Plastic, 2.30 kg)",https://www.flipkart.com/asus-tuf-gaming-f15-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-144-hz-fx506lu-hn075t-laptop/p/itme61b6a228012a?pid=COMFZ73YCQNEJRXD&lid=LSTCOMFZ73YCQNEJRXDMCNM6B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_899&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMFZ73YCQNEJRXD.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,9959.0,Premium,4.9,16,512.0,2.3,15.6,Intel Core i5 10th Gen,NVIDIA GeForce GTX 1660 Ti,6.0,2,3,2,2.4,High,Gaming,C,High,82990.0
899,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)",https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-15s-fr2006tu-thin-light-laptop/p/itmead806218ae48?pid=COMGY8RDVK5TZGFC&lid=LSTCOMGY8RDVK5TZGFCIW3UXA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_900&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGY8RDVK5TZGFC.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,5376.0,Mid,4.3,8,512.0,1.75,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,44800.0
900,"HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-dv0084TX Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",https://www.flipkart.com/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-14-dv0084tx-thin-light-laptop/p/itm3aa2cc39d6b9a?pid=COMGYZD7N5ZNGVHN&lid=LSTCOMGYZD7N5ZNGVHNGYCXFM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_901&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYZD7N5ZNGVHN.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,8999.0,High,4.3,16,512.0,1.41,14.0,Intel Core i5 11th Gen,NVIDIA GeForce MX450,2.0,2,1,2,1.6,Medium,Gaming,B,Medium,74990.0
901,"HP Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) 15s-FQ2071TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 kg, With MS Office)",https://www.flipkart.com/hp-core-i5-11th-gen-8-gb-32-optane-512-ssd-windows-10-home-15s-fq2071tu-thin-light-laptop/p/itmde195b619beee?pid=COMGYSSUDKJKWFES&lid=LSTCOMGYSSUDKJKWFESLVP0PG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_902&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYSSUDKJKWFES.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,7320.0,High,4.3,8,512.0,1.69,15.6,Intel Core i5 11th Gen,Intel Integrated Iris Xe,,2,0,1,1.0,Low,Études,B,Medium,61000.0
902,"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 Kg, With MS Office)",https://www.flipkart.com/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-15s-fr2006tu-thin-light-laptop/p/itmead806218ae48?pid=COMGYSSUCNJNSHZ7&lid=LSTCOMGYSSUCNJNSHZ7Z7HLNB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_38_903&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=2d88e63c-8087-48eb-91a6-4124e36a52f2.COMGYSSUCNJNSHZ7.SEARCH&ssid=uk6v12vl7ri8b8jk1653223815210,5868.0,Mid,4.3,8,512.0,1.75,15.6,Intel Core i3 11th Gen,Intel Integrated UHD,,1,0,1,0.6000000000000001,Low,Études,B,Medium,48900.0
